Gene,Value
TCAIM,29.032972
TCAP,2.23195
TCEA1,376.9229133333333
TCEA2,11.190243333333333
TCEA3,417.692065
TCEAL1,64.8815
TCEAL2,1.58539
TCEAL3,47.12682
TCEAL4,38.17807
TCEAL7,0.46324
TCEAL8,47.25325
TCEANC,67.73085666666667
TCEANC2,17.42835
TCEB1,389.1027
TCEB1P3,3.74083
TCEB2,1302.213745
TCEB3,59.224816
TCEB3B,21.05971
TCERG1,61.76540333333333
TCERG1L,13.38274
TCF12,98.67745666666667
TCF15,1.3409
TCF19,35.92712
TCF20,241.04918
TCF21,8.326615
TCF24,0.00136
TCF25,368.6483633333334
TCF3,160.15816153846157
TCF4,147.1196725
TCF7,1027.65928
TCF7L1,38.70629
TCF7L2,96.22946714285715
TCFL5,64.69049000000001
TCHH,7.42692
TCHP,63.037875
TCIRG1,395.11561
TCL1A,862.12445
TCL1B,27.14262
TCL6,20.20705666666667
TCN1,63.08251
TCN2,20.2601
TCOF1,17.15426
TCP10,9.34571
TCP10L,120.540245
TCP11,5.30081
TCP11L1,16.672263333333333
TCP11L2,51.885569999999994
TCTA,82.31666
TCTE1,0.09398
TCTE3,33.84005666666666
TCTEX1D1,7.89615
TCTEX1D2,35.31461
TCTN1,7.40723
TCTN2,69.590465
TCTN3,71.09943
TDG,246.88133
TDGF1,23.45027
TDH,61.19737
TDO2,8.442450000000001
TDP1,35.28103333333333
TDP2,1133.96603
TDRD1,0.01505
TDRD10,61.72591
TDRD12,5.87602
TDRD3,132.27499666666668
TDRD5,1.06562
TDRD6,5.22775
TDRD7,172.2433
TDRD9,16.60205
TDRG1,13.43393
TDRKH,97.73099666666667
TDRP,39.733709999999995
TEAD1,42.020770000000006
TEAD2,36.148822499999994
TEAD3,0.01414
TEAD4,6.4807
TEC,8.1636
TECPR1,130.66343333333333
TECPR2,223.83934
TECR,88.97140999999999
TECRL,1.00757
TECTA,10.296050000000001
TECTB,13.56293
TEDDM1,41.87307
TEF,100.71883666666668
TEFM,78.12823
TEK,9.927015
TEKT1,1.03891
TEKT2,37.08254
TEKT3,6.28119
TEKT5,15.895075
TELO2,33.32852
TEN1,5.32843
TENC1,331.75147
TENM1,45.559635
TENM2,6.07668
TENM3,21.85033
TENM4,30.89252
TEP1,135.281535
TEPP,19.62327
TERF1,151.66194000000002
TERF2,65.417948
TERF2IP,852.69302
TERT,23.333475
TES,323.99286666666666
TESC,1420.8791800000001
TESK1,140.17103
TESK2,62.81996
TESPA1,182.42849
TET1,5.34659
TET2,205.54137000000003
TET3,315.40505333333334
TEX10,57.43454
TEX101,21.3558
TEX11,32.91888333333333
TEX12,8.11728
TEX13A,32.900355000000005
TEX13B,40.64989
TEX14,9.62381
TEX15,7.86255
TEX19,47.93863
TEX2,68.37615
TEX26,13.26257
TEX261,115.100625
TEX264,41.060584999999996
TEX28,11.05511
TEX29,30.83065
TEX30,42.61501
TEX33,19.03297
TEX35,17.35234
TEX36,8.59238
TEX37,36.80021
TEX38,9.6577
TEX43,6.00263
TEX9,20.819883333333333
TF,20.83186
TFAM,81.6802125
TFAP2A,54.789686666666675
TFAP2A-AS1,31.15397
TFAP2B,43.09658666666667
TFAP2C,8.297925
TFAP2D,32.15005
TFAP2E,44.5249
TFAP4,16.22579
TFB1M,50.6287975
TFB2M,125.43795
TFCP2,101.96858666666667
TFCP2L1,11.067516666666668
TFDP1,303.74432333333334
TFDP2,369.5778825
TFDP3,50.00738
TFE3,220.8034775
TFEB,205.24105500000002
TFEC,36.43917
TFF1,60.74832
TFF2,0.07091
TFF3,37.03729
TFG,76.500155
TFIP11,133.066105
TFPI,10.035616000000001
TFPI2,6.4334
TFPT,45.3573
TFR2,27.245796666666667
TFRC,67.34669
TG,11.51071
TGDS,55.647769999999994
TGFA,71.28087000000001
TGFB1,540.63564
TGFB1I1,42.72313
TGFB2,6.9166240000000005
TGFB3,30.61308
TGFBI,887.06037
TGFBR1,341.7801666666667
TGFBR2,680.4723899999999
TGFBR3,176.910005
TGFBRAP1,39.104123333333334
TGIF1,92.45030000000001
TGIF2,44.35433
TGM1,18.53413
TGM2,94.3976275
TGM3,81.50249
TGM4,35.81797
TGM5,69.82661
TGM6,0.00931
TGM7,26.13325
TGOLN2,542.948588
TGS1,131.99848666666665
TH,9.90734
THADA,25.41967142857143
THAP1,127.0564
THAP10,14.81465
THAP11,202.32063
THAP2,20.703556666666667
THAP3,23.806365
THAP4,39.895785000000004
THAP5,118.34174
THAP6,73.417835
THAP7,81.26422
THAP8,38.94046
THAP9,9.544085
THBD,87.45362
THBS1,315.67031142857144
THBS2,26.00929
THBS3,84.20611
THBS4,31.74679
THEG,5.95731
THEM4,83.93887666666667
THEM5,22.30034
THEM6,26.26164
THEMIS,162.37182
THEMIS2,919.06385
THG1L,24.76391
THNSL1,14.430100000000001
THNSL2,26.43391
THOC1,126.88488
THOC2,124.33516
THOC5,70.821475
THOC6,39.79046
THOC7,624.18849
THOP1,14.23888
THPO,17.40939
THRA,66.9337425
THRAP3,126.157825
THRB,194.0332533333333
THRSP,34.115433333333335
THSD4,9.186311666666667
THSD7A,6.013400000000001
THSD7B,0.00188
THTPA,130.08013
THUMPD1,361.097335
THUMPD2,41.29417
THUMPD3,357.40198749999996
THUMPD3-AS1,101.9022325
THY1,27.056966666666668
THYN1,155.159405
TIA1,115.54181857142858
TIAF1,60.16655
TIAL1,142.6401325
TIAM1,95.562355
TIAM2,30.38609333333333
TICAM1,53.80613
TICRR,39.01567
TIE1,38.727869999999996
TIFA,115.33506333333334
TIFAB,15.26304
TIGD1,42.46234
TIGD2,22.47699
TIGD3,99.45068
TIGD4,9.895436666666667
TIGD5,39.04078
TIGD6,3.95819
TIGD7,25.72682
TIGIT,46.82204
TIMD4,142.65169
TIMELESS,24.68703
TIMM10,173.589245
TIMM10B,134.81691999999998
TIMM13,34.00914
TIMM17A,106.208035
TIMM17B,101.789
TIMM21,75.41540499999999
TIMM22,23.131469999999997
TIMM23,116.122125
TIMM23B,34.90844
TIMM44,31.187635
TIMM50,18.170685000000002
TIMM8A,31.887735
TIMM8B,219.27085499999998
TIMM9,121.52901
TIMMDC1,235.82207
TIMP1,950.30937
TIMP2,528.9006933333334
TIMP3,40.470645000000005
TIMP4,608.51192
TINAG,8.325703333333333
TINAGL1,163.10784
TINCR,70.20297666666667
TINF2,472.5599633333333
TIPARP,290.34036
TIPIN,13.3386
TIPRL,197.17303750000002
TIRAP,74.0870075
TJAP1,66.36529999999999
TJP1,15.649519999999999
TJP2,88.2379325
TJP3,25.564474999999998
TK1,72.227755
TK2,31.2228775
TKT,858.7965966666667
TKTL1,39.686235
TKTL2,28.90686
TLCD1,17.46965
TLCD2,32.43109
TLDC1,40.906454000000004
TLDC2,10.58716
TLE1,39.79599399999999
TLE2,51.67885
TLE3,240.9852925
TLE4,198.30185
TLE6,7.842013333333334
TLK1,122.87535142857142
TLK2,61.862415
TLL1,0.651315
TLL2,12.846373333333332
TLN1,227.3592166666667
TLN2,78.09280333333334
TLR1,1058.22694
TLR10,203.30228499999998
TLR2,896.70154
TLR3,9.973826666666666
TLR4,546.3712224999999
TLR5,102.21995
TLR6,74.390285
TLR7,68.525835
TLR8,1016.0255
TLR9,57.32658
TLX1,25.79285
TLX2,16.01114
TLX3,9.41977
TM2D1,99.468006
TM2D2,181.97521
TM2D3,599.781375
TM4SF1,8.91388
TM4SF18,11.230315000000001
TM4SF20,10.59535
TM4SF4,10.88684
TM4SF5,131.59803
TM6SF1,241.02626
TM6SF2,37.7622
TM7SF2,38.44624
TM7SF3,72.05982666666667
TM9SF1,38.775065
TM9SF2,1061.01831
TM9SF3,239.508286
TM9SF4,56.656279999999995
TMA16,61.84525
TMA7,4518.78078
TMBIM4,1555.0546749999999
TMBIM6,1433.622615
TMC1,7.72925
TMC2,5.15219
TMC4,14.76722
TMC5,87.00277999999999
TMC6,221.545605
TMC7,10.880055
TMC8,193.55504333333332
TMCC1,125.12868142857143
TMCC2,83.36232
TMCC3,275.31636000000003
TMCO1,208.44341
TMCO2,26.50798
TMCO3,34.78541
TMCO4,118.41378
TMCO5A,27.838376666666665
TMCO6,41.52847
TMED1,131.77415
TMED10,478.96587999999997
TMED2,424.17740000000003
TMED3,37.973785
TMED4,168.70681
TMED5,183.97695333333334
TMED6,23.86277
TMED8,186.00421333333335
TMED9,192.41138999999998
TMEFF2,121.28338000000001
TMEM100,10.4791
TMEM101,38.34026
TMEM102,11.85164
TMEM104,81.12513
TMEM105,210.03223
TMEM106A,81.63607999999999
TMEM106B,243.1537925
TMEM106C,127.733885
TMEM107,38.047034000000004
TMEM108,19.4716625
TMEM109,280.03965
TMEM11,107.70021
TMEM115,65.73377
TMEM116,47.04098333333334
TMEM117,17.85626
TMEM119,5.88571
TMEM120A,124.41551
TMEM120B,82.16434000000001
TMEM121,15.687065
TMEM123,1619.61592
TMEM125,13.81756
TMEM126A,223.53924
TMEM126B,181.005305
TMEM127,174.14235333333332
TMEM128,200.44785
TMEM129,109.01163500000001
TMEM130,13.45357
TMEM131,233.62134
TMEM132A,20.5507875
TMEM132B,31.893683333333332
TMEM132C,94.20345
TMEM132D,9.56505
TMEM132E,10.09885
TMEM133,9.9348
TMEM134,44.19023666666667
TMEM135,32.76598
TMEM136,20.138796666666668
TMEM138,160.91928
TMEM139,25.86235
TMEM140,506.07055
TMEM141,10.59877
TMEM143,30.978730000000002
TMEM144,17.22094
TMEM145,69.98801
TMEM147,184.50818
TMEM14A,55.59192
TMEM14B,652.0233766666666
TMEM14C,253.49518
TMEM150A,84.33972
TMEM150B,259.2222
TMEM151A,31.1851
TMEM151B,53.601312500000006
TMEM154,1339.97511
TMEM155,6.36272
TMEM156,28.37709
TMEM158,406.47683
TMEM159,21.17
TMEM160,25.82269
TMEM161A,60.50935
TMEM161B,64.3326325
TMEM163,11.1553
TMEM165,78.77550833333332
TMEM167A,569.78886
TMEM167B,662.97656
TMEM168,65.163505
TMEM169,40.06882
TMEM17,16.76852
TMEM170A,112.33464
TMEM171,23.547040000000003
TMEM173,127.092675
TMEM174,357.9016833333333
TMEM175,62.32097
TMEM176A,52.16576
TMEM176B,38.05582
TMEM177,47.445605
TMEM178A,6.47968
TMEM179,53.2815
TMEM18,48.48262
TMEM180,15.87774
TMEM181,141.82519
TMEM182,14.9218375
TMEM184A,41.111509999999996
TMEM184B,215.55916
TMEM184C,161.98571
TMEM185A,42.07331
TMEM185B,71.61071000000001
TMEM186,65.89502
TMEM187,35.47459
TMEM189,287.15525
TMEM19,52.7220625
TMEM190,455.68142
TMEM191A,18.42092
TMEM192,71.782635
TMEM194A,34.169495
TMEM194B,4.2587
TMEM196,7.875195000000001
TMEM198,19.183875
TMEM198B,47.04507
TMEM2,191.87664
TMEM200A,11.41274
TMEM200B,198.84759
TMEM201,87.2863
TMEM203,305.51175
TMEM204,96.54545
TMEM205,97.30325
TMEM206,49.77462
TMEM207,33.57219
TMEM208,154.39237
TMEM209,48.90884
TMEM212,199.13516
TMEM214,84.982
TMEM216,177.09366
TMEM217,12.87692
TMEM218,43.89202333333333
TMEM219,132.69628
TMEM220,32.41211
TMEM221,32.02261
TMEM222,102.219505
TMEM223,103.10816
TMEM225,27.66281
TMEM229B,50.50843
TMEM230,669.03129
TMEM231,93.72844
TMEM232,23.944090000000003
TMEM234,37.8926
TMEM237,15.178375
TMEM239,39.904945
TMEM241,321.682775
TMEM242,31.97618
TMEM243,550.50027
TMEM245,244.58430000000004
TMEM246,15.508379999999999
TMEM248,261.136975
TMEM25,12.640625
TMEM251,129.96276
TMEM252,22.52225
TMEM254,18.127645
TMEM255A,3.36499
TMEM255B,95.23064
TMEM256,66.18693
TMEM257,9.08761
TMEM258,959.16481
TMEM259,29.803673333333336
TMEM26,16.45308
TMEM260,147.03790500000002
TMEM261,223.67175
TMEM262,17.93482
TMEM263,135.884
TMEM27,13.74508
TMEM30A,291.60888666666665
TMEM30B,13.759595000000001
TMEM31,10.39986
TMEM33,220.25842000000003
TMEM35,24.90053
TMEM37,49.1002975
TMEM38A,33.64853
TMEM38B,27.12806666666667
TMEM39A,42.7993375
TMEM39B,74.86782
TMEM40,271.05149
TMEM41A,29.80341
TMEM41B,173.164015
TMEM42,103.82784
TMEM43,182.03336
TMEM44,18.60067
TMEM45A,20.93308
TMEM45B,60.89441
TMEM47,12.96657
TMEM5,90.44209
TMEM50A,1007.41804
TMEM50B,353.214204
TMEM51,33.82471
TMEM51-AS1,8.68393
TMEM52,19.03551
TMEM52B,8.43562
TMEM53,54.02315
TMEM54,25.94294
TMEM55A,350.22303
TMEM55B,242.63794
TMEM56,0.006144999999999999
TMEM57,29.346604999999997
TMEM59,626.2146650000001
TMEM59L,54.63742
TMEM60,378.47473
TMEM61,16.69369
TMEM62,17.4888
TMEM63A,76.2191575
TMEM63B,153.94896
TMEM63C,3.54627
TMEM64,75.28005666666667
TMEM65,49.110625
TMEM67,4.06426
TMEM68,16.444825
TMEM69,146.11014
TMEM70,286.3279966666667
TMEM71,1129.33953
TMEM72,28.17758
TMEM74,16.40478
TMEM74B,41.09436
TMEM75,18.27634
TMEM79,8.4712
TMEM80,82.42330666666668
TMEM86A,70.02686333333334
TMEM86B,266.92245
TMEM87A,137.5876225
TMEM87B,114.932695
TMEM88,32.10661
TMEM8A,176.22188
TMEM8B,14.399015
TMEM9,80.426795
TMEM91,108.62595
TMEM92,18.09929
TMEM95,576.81481
TMEM97,58.9487225
TMEM98,199.89025
TMEM99,21.44773
TMEM9B,553.30179
TMF1,110.159965
TMIE,117.07725
TMIGD2,109.50493
TMLHE,31.29854333333333
TMOD1,341.07347
TMOD2,28.22931
TMOD3,127.57408249999999
TMOD4,13.11124
TMPO,129.343276
TMPRSS11B,9.12281
TMPRSS11D,15.56448
TMPRSS11E,133.63146
TMPRSS12,3.09756
TMPRSS13,12.10056
TMPRSS15,19.327904999999998
TMPRSS2,17.4585325
TMPRSS3,17.12606
TMPRSS4,11.88138
TMPRSS5,7.18302
TMPRSS6,49.21075
TMSB10,4380.32699
TMSB15A,303.70664
TMSB15B,0.00956
TMSB4X,10846.816
TMSB4Y,631.07231
TMTC1,26.35301
TMTC2,30.551215
TMTC3,25.896893333333335
TMTC4,66.29366666666665
TMUB1,37.04407
TMUB2,101.1271
TMX1,317.19374000000005
TMX2,158.09991
TMX3,106.644345
TMX4,588.9684466666666
TNAP,3.28391
TNC,1.3477499999999998
TNF,19.39193
TNFAIP1,34.414105
TNFAIP2,458.27105
TNFAIP3,321.22522
TNFAIP6,479.06405
TNFAIP8,885.86879
TNFAIP8L1,68.43597
TNFAIP8L2,363.70691
TNFAIP8L3,32.5422
TNFRSF10A,55.924229999999994
TNFRSF10B,95.96879333333334
TNFRSF10D,19.84874
TNFRSF11A,37.9327
TNFRSF11B,6.98895
TNFRSF12A,29.1666
TNFRSF13B,15.01568
TNFRSF13C,31.18293
TNFRSF14,298.67947
TNFRSF17,46.51473
TNFRSF18,52.66615
TNFRSF19,2.85221
TNFRSF1A,795.91601
TNFRSF1B,1105.57415
TNFRSF21,16.146155
TNFRSF25,77.16025400000001
TNFRSF4,20.88439
TNFRSF8,71.1724
TNFRSF9,46.11354666666667
TNFSF10,1322.5827966666666
TNFSF11,6.68016
TNFSF13,252.9773
TNFSF13B,1376.72695
TNFSF14,202.33874500000002
TNFSF15,17.92493
TNFSF18,61.19937
TNFSF4,123.30038
TNFSF8,129.68106
TNFSF9,16.9873
TNIK,60.1758325
TNIP1,695.33921
TNIP2,237.24234
TNIP3,5.30089
TNK1,62.797705
TNK2,25.10548
TNK2-AS1,20.78504
TNKS,42.004707499999995
TNKS1BP1,0.03159
TNKS2,127.02182
TNMD,2.40928
TNN,45.82117
TNNC1,4.08473
TNNC2,74.0144
TNNI1,0.00711
TNNI2,12.50181
TNNI3,80.83733
TNNT1,33.2864
TNNT2,13.152619999999999
TNNT3,189.83611
TNP1,35.63161
TNP2,25.901295
TNPO1,468.5447122222222
TNPO2,50.27353
TNPO3,213.97749
TNR,129.74305
TNRC18,95.36915875
TNRC6A,71.83874833333333
TNRC6B,352.68686857142853
TNRC6C,41.919342
TNS1,326.80047
TNS3,44.052855
TNS4,79.015455
TNXB,21.90295
TOB1,574.0802
TOB2,72.58579999999999
TOE1,47.03065
TOLLIP,66.2624725
TOM1,117.71646
TOM1L1,12.3566
TOM1L2,54.07285666666667
TOMM20,624.6881149999999
TOMM22,64.49098
TOMM34,35.64263
TOMM40,65.61322
TOMM40L,41.70549
TOMM5,311.32552
TOMM70A,195.885255
TONSL,38.400740000000006
TOP1,564.6020699999999
TOP1MT,34.552335
TOP2A,21.161530000000003
TOP2B,1260.20169
TOP3A,42.67524666666666
TOP3B,16.62655
TOPBP1,222.48845
TOPORS,299.72894
TOR1A,103.36365666666666
TOR1AIP1,234.520136
TOR1AIP2,45.87643875
TOR1B,252.52051
TOR2A,42.818515000000005
TOR3A,77.1937
TOR4A,44.61856
TOX,48.06332
TOX2,26.70512
TOX3,7.3159125
TOX4,135.98817400000001
TP53,89.754795
TP53AIP1,19.9591225
TP53BP1,96.5511675
TP53BP2,104.14806
TP53I11,195.65229333333332
TP53I13,0.1976
TP53I3,26.85111
TP53INP1,307.9975366666667
TP53INP2,82.75221
TP53RK,60.438865
TP53TG1,49.58107666666666
TP53TG3,166.39591
TP53TG5,16.689185
TP63,11.34944857142857
TP73,16.626436666666667
TP73-AS1,40.72792333333334
TPBG,15.052135
TPCN1,276.3418833333333
TPCN2,73.509926
TPD52,118.97981999999999
TPD52L1,205.391465
TPD52L2,332.62158
TPD52L3,11.465525
TPGS1,20.173405
TPGS2,192.39717571428574
TPH1,32.03803333333333
TPH2,2.81385
TPI1,468.6633166666666
TPK1,99.18966499999999
TPM1,184.3756833333333
TPM2,56.8558
TPM3,507.8091600000001
TPM4,159.949895
TPMT,53.62242
TPO,19.38581
TPP1,452.896845
TPP2,77.963235
TPPP,46.51852
TPPP2,13.87711
TPPP3,15.71775
TPR,305.160192
TPRA1,21.78157
TPRG1,26.25222
TPRG1L,444.83288
TPRKB,431.41034
TPRN,42.6892
TPRXL,37.695
TPSAB1,21.959595714285715
TPSD1,10.94023
TPSG1,67.51058
TPST1,41.88589
TPST2,447.57027
TPT1-AS1,19.518068
TPT1P8,9.78354
TPTE,0.00621
TPTE2P6,3.26002
TPTEP1,14.382180000000002
TPX2,9.55942
TRA2A,288.354784
TRA2B,270.75064000000003
TRABD,88.39789333333333
TRABD2A,77.43715
TRABD2B,9.881976666666667
TRADD,135.91606
TRAF1,139.30446
TRAF2,32.42209
TRAF3,113.913415
TRAF3IP1,16.93275
TRAF3IP2,60.73404
TRAF3IP3,456.5052775
TRAF4,16.1277
TRAF5,74.390075
TRAF6,71.833545
TRAF7,151.57813333333334
TRAFD1,99.25224
TRAIP,7.549
TRAK1,73.35795
TRAK2,881.89705
TRAM1,627.5888733333333
TRAM1L1,60.23624
TRAM2,111.82645666666667
TRANK1,386.81658
TRAP1,112.429405
TRAPPC1,787.62388
TRAPPC10,89.182965
TRAPPC11,112.92726666666665
TRAPPC12,117.08385
TRAPPC13,31.30544666666667
TRAPPC2,98.39244666666667
TRAPPC2L,54.83002333333334
TRAPPC3,168.747895
TRAPPC3L,11.75639
TRAPPC5,722.35593
TRAPPC6A,58.52708
TRAPPC6B,101.36129
TRAPPC8,1008.36284
TRAPPC9,98.32663666666667
TRAT1,383.39331
TRBV27,546.41188
TRDMT1,35.47403333333333
TRDN,21.10422
TREH,3.79014
TREM1,1044.68241
TREM2,10.43392
TREML1,271.38431
TREML2,108.85084
TREML3P,70.47329500000001
TREML4,14.157686666666669
TRERF1,64.96703333333333
TRH,56.52972
TRHDE,0.00528
TRHDE-AS1,1.36176
TRHR,9.39799
TRIAP1,158.45394
TRIB1,144.85963666666666
TRIB2,160.27125999999998
TRIB3,77.118105
TRIL,14.124855
TRIM10,41.67211
TRIM11,77.43036000000001
TRIM13,120.46512999999999
TRIM14,58.333122
TRIM15,24.39824333333333
TRIM16,59.48321
TRIM17,41.65754
TRIM2,45.05235833333333
TRIM21,304.5912
TRIM22,1565.13882
TRIM23,110.50029
TRIM24,103.40442
TRIM25,407.25014500000003
TRIM26,117.53162
TRIM27,162.64064
TRIM28,383.05469
TRIM29,42.548786666666665
TRIM3,24.947855
TRIM31,29.48794
TRIM32,26.30171
TRIM33,157.8601425
TRIM35,76.34452
TRIM36,14.6168425
TRIM37,53.011455
TRIM38,512.0725474999999
TRIM4,207.09058
TRIM40,5.87832
TRIM41,70.57507
TRIM42,4.472686666666667
TRIM44,198.88270333333332
TRIM45,12.551730000000001
TRIM46,104.11663999999999
TRIM47,11.28629
TRIM5,98.6297
TRIM50,27.158396666666665
TRIM51,39.38759
TRIM52,137.92109
TRIM54,14.07717
TRIM55,27.97004
TRIM56,297.46569
TRIM59,68.61493
TRIM6,12.98814
TRIM61,27.51887
TRIM62,28.56734333333333
TRIM63,5.04436
TRIM65,806.73613
TRIM66,36.96591
TRIM67,133.49579
TRIM68,42.63848
TRIM69,185.34190333333333
TRIM7,27.08205666666667
TRIM71,12.46708
TRIM72,22.12523
TRIM8,218.946208
TRIM9,13.278175000000001
TRIML1,1.11708
TRIML2,999.62128
TRIO,24.355604444444445
TRIOBP,238.51092400000002
TRIP10,27.09785
TRIP11,177.41299
TRIP12,487.1086866666667
TRIP13,34.00715
TRIP4,248.29147
TRIP6,11.27274
TRIT1,85.64411
TRMT1,59.36253333333334
TRMT10A,19.83668666666667
TRMT10B,359.51849500000003
TRMT10C,160.85269
TRMT11,61.74551
TRMT112,952.88532
TRMT12,47.3307
TRMT13,166.22806500000002
TRMT1L,71.72860333333334
TRMT2A,86.98581
TRMT2B,50.07815
TRMT44,67.97980333333332
TRMT5,882.75487
TRMT6,98.357045
TRMT61A,89.19514
TRMT61B,103.77485
TRMU,22.11267
TRNAU1AP,26.76951
TRNP1,523.0721649999999
TRNT1,63.84221
TRO,162.8564075
TROAP,33.585035000000005
TROVE2,396.081745
TRPA1,17.331464999999998
TRPC1,4.172486666666667
TRPC2,17.74865
TRPC3,12.376245
TRPC4,15.7702325
TRPC4AP,163.01357
TRPC5,6.67107
TRPC6,3.825545
TRPC7,1.5290450000000002
TRPM1,2.5978233333333334
TRPM2,90.46816
TRPM3,5.870958750000001
TRPM4,7.84027
TRPM5,4.48005
TRPM6,26.8902175
TRPM7,21.508984
TRPM8,10.044395
TRPS1,58.502937499999994
TRPT1,28.70922
TRPV2,55.667435
TRPV3,45.392134999999996
TRPV4,49.3438
TRPV5,11.59418
TRPV6,41.32
TRRAP,73.520795
TRUB1,38.772518000000005
TRUB2,42.12403
TRY2P,51.71194
TSACC,21.852
TSC1,223.87128
TSC2,68.04742
TSC22D1,327.7947925
TSC22D2,44.27035333333333
TSC22D3,951.8898599999999
TSC22D4,207.68249500000002
TSEN15,57.776653333333336
TSEN2,29.84397
TSEN34,831.52102
TSEN54,106.34481000000001
TSFM,74.90269666666667
TSG101,703.40588
TSGA10,17.0389775
TSGA10IP,4.3156
TSGA13,12.8189
TSHB,16.12239
TSHR,4.8072566666666665
TSHZ1,101.61425
TSHZ2,30.416126666666667
TSHZ3,81.252835
TSKS,18.4931
TSKU,30.52403
TSLP,0.54621
TSN,142.14637000000002
TSNARE1,64.08183000000001
TSNAX,236.38674
TSNAXIP1,22.95904
TSPAN1,29.4647
TSPAN10,32.076155
TSPAN11,11.67814
TSPAN12,38.90159333333333
TSPAN13,357.86776
TSPAN14,203.21343000000002
TSPAN15,3.11811
TSPAN16,43.24138666666667
TSPAN17,61.35773999999999
TSPAN18,61.553155000000004
TSPAN2,114.40830000000001
TSPAN3,98.16975
TSPAN31,176.31356
TSPAN32,155.808665
TSPAN33,325.59955
TSPAN4,36.400325
TSPAN5,756.7207733333333
TSPAN6,7.20275
TSPAN7,29.54175
TSPAN8,16.9598
TSPAN9,45.766165
TSPEAR,43.60476
TSPO,938.55708
TSPO2,89.31163
TSPY26P,14.15656
TSPYL1,360.39628
TSPYL2,106.39285
TSPYL4,161.61716
TSPYL5,42.79804
TSPYL6,5.41171
TSR1,199.99878
TSR2,76.06403
TSR3,51.9745275
TSSC1,27.13136
TSSC4,334.55417
TSSK1B,9.28232
TSSK2,36.11977
TSSK3,152.98902
TSSK4,21.03099
TSSK6,25.741803333333337
TST,196.09255
TSTA3,204.363805
TSTD1,426.5781
TSTD2,4.75383
TTBK1,436.907425
TTBK2,24.156408571428575
TTC1,146.74023
TTC12,29.224375000000002
TTC13,144.89809
TTC14,212.37190999999999
TTC16,32.61446
TTC17,56.54996166666666
TTC18,33.61771666666667
TTC19,207.29966
TTC21A,22.350035
TTC22,17.3574725
TTC23,22.2822125
TTC23L,4.58813
TTC25,39.14577
TTC26,20.3210675
TTC27,58.569225
TTC28,22.56508
TTC28-AS1,30.854506666666666
TTC29,13.82049
TTC3,248.68917142857143
TTC30A,6.51746
TTC30B,15.43904
TTC31,228.60102
TTC32,127.69999
TTC33,40.50313
TTC36,46.61138
TTC37,140.33650666666668
TTC38,181.90413666666666
TTC39A,14.610946666666665
TTC39B,21.091776666666664
TTC39C,98.40361666666666
TTC4,26.72456
TTC40,7.291103333333333
TTC5,28.139886666666666
TTC6,13.066736666666666
TTC7A,56.00473
TTC7B,87.62214
TTC8,10.00467
TTC9,70.304075
TTC9B,27.978365
TTC9C,63.377795
TTF1,196.439365
TTF2,9.15456
TTI1,141.31804
TTI2,59.01223
TTK,0.02494
TTL,35.1621525
TTLL1,9.63955
TTLL10,27.071963333333333
TTLL11,73.25505333333332
TTLL12,118.594965
TTLL13,6.13097
TTLL2,25.20368
TTLL3,59.97861
TTLL4,35.14221666666666
TTLL5,36.30947714285715
TTLL6,0.01527
TTLL7,9.469885000000001
TTLL9,32.80938
TTN,21.629814
TTPA,2.34339
TTPAL,63.393345
TTR,67.27464
TTTY1,69.38211
TTTY10,10.33947
TTTY11,41.95241
TTTY12,26.9425
TTTY13,35.57215
TTTY2,13.31996
TTTY5,20.50225
TTTY6,4.5654
TTTY7,6.633873333333334
TTTY8,10.43945
TTTY9A,43.28551
TTYH1,0.00112
TTYH2,48.7173
TTYH3,49.8142
TUB,61.69135
TUBA1A,3047.21036
TUBA1B,1765.0147966666666
TUBA1C,1499.042395
TUBA3C,277.47921
TUBA3FP,32.56063
TUBA4A,1006.08047
TUBA4B,28.14549
TUBA8,66.55758
TUBAL3,9.52763
TUBB,512.95151
TUBB1,1790.055155
TUBB2A,827.11641
TUBB2B,181.26024
TUBB3,379.54346
TUBB4A,9.46031
TUBB4B,459.71502499999997
TUBB6,27.43565
TUBB7P,31.44227
TUBB8P2,22.78361
TUBBP5,5.52631
TUBD1,138.32314333333332
TUBE1,19.91498
TUBG1,93.41481
TUBG2,32.5051
TUBGCP2,60.68563666666666
TUBGCP3,83.21694
TUBGCP4,48.060590000000005
TUBGCP5,12.00556
TUBGCP6,22.54029
TUFM,112.93056
TUFT1,21.97214
TUG1,428.493052
TULP1,44.47923
TULP2,39.99143
TULP3,107.31148
TULP4,33.992635
TUSC1,21.21217
TUSC2,116.89721
TUSC3,8.933892
TUSC5,7.92151
TUT1,109.34197
TVP23A,30.41674
TVP23C,136.38717
TWF1,75.406256
TWF2,200.40774
TWIST1,16.93132
TWISTNB,18.905025
TWSG1,51.970765
TXK,78.24268
TXLNA,14.171605
TXLNB,42.76014
TXLNG,54.25052333333334
TXLNGY,77.31431
TXN,590.896515
TXN2,78.718515
TXNDC11,48.87646
TXNDC12,716.89376
TXNDC15,141.87605
TXNDC16,28.60639
TXNDC17,320.145085
TXNDC2,563.4068500000001
TXNDC8,157.41806
TXNDC9,242.9945733333333
TXNIP,5766.540093333333
TXNL1,353.63273
TXNL4A,234.70420666666666
TXNL4B,100.66186
TXNRD1,284.95718
TXNRD2,42.702185
